OBJECTID,WARD,ADDNUM,ADDSTR,LTLOCATION,RDLOCATION,OWNERSHIP,PARK,SPECIES,DBH,TREATMENT,EABTAGNUMB,DEDTAGNUMB
792,11,1751,DONDALE ST,Rear,Median,City,0,Locust Honey,7,,0,0
797,11,1673,CYRVILLE RD,Side,Median,City,0,Locust Honey,6,,0,0
816,11,1601,TELESAT CRT,Front,Median,City,0,Ash Species,24,,0,0
833,13,4,MERRIMAN AVE,Front,N/A,Joint,0,Mountain Ash  Showy,9,,0,0
837,13,26,SANDRIDGE RD,Side,N/A,City,0,Maple Sugar,36,,0,0
839,13,5,MERRIMAN AVE,Front,N/A,City,0,Maple Red,41,,0,0
843,13,11,MERRIMAN AVE,Front,N/A,City,0,Maple Sugar,59,,0,0
844,13,11,MERRIMAN AVE,Side,N/A,City,0,Maple Red,76,,0,0
848,13,28,ARUNDEL AVE,Front,N/A,City,0,Maple Sugar,26,,0,0
849,13,31,ARUNDEL AVE,Front,N/A,City,0,Maple Sugar,63,,0,0
854,13,27,ARUNDEL AVE,Front,N/A,City,0,Maple Sugar,43,,0,0
875,14,225,LISGAR ST,Side,Boulevard,City,0,Ash White,20,EAB,412,0
914,18,792,WINGATE DR,Front,N/A,City,0,Ash Species,59,EAB,749,0
922,11,1879,APPLEFORD ST,N/A,N/A,City,-1,Ash Species,40,EAB,550,0
923,11,1879,APPLEFORD ST,N/A,N/A,City,-1,Ash Species,38,EAB,548,0
927,18,905,PLEASANT PARK RD,N/A,N/A,City,-1,Ash Species,110,EAB,617,0
939,11,11,COMBERMERE LANE,Front,N/A,City,-1,Ash White,42,EAB,571,0
944,11,11,COMBERMERE LANE,Front,N/A,City,-1,Ash White,31,EAB,566,0
945,11,11,COMBERMERE LANE,Front,N/A,City,-1,Ash White,33,EAB,565,0
948,11,11,COMBERMERE LANE,Front,N/A,City,-1,Ash White,26,EAB,569,0
954,1,6244,JEANNE D'ARC BLVD,Front,Boulevard,City,0,Ash White,26,EAB,534,0
957,1,6018,VOYAGEUR DR,Front,N/A,City,-1,Ash Species,24,EAB,527,0
958,1,6244,JEANNE D'ARC BLVD,Front,N/A,City,-1,Ash White,26,EAB,519,0
965,1,6940,BILBERRY DR,Front,N/A,City,-1,Ash White,31,EAB,511,0
978,12,201,FRIEL ST,Side,N/A,City,0,Ash Species,43,EAB,362,0
996,17,65,CRAIG ST,Front,N/A,City,-1,Ash Species,26,EAB,435,0
1005,14,288,METCALFE ST,Front,Boulevard,City,0,Ash Species,18,EAB,408,0
1014,18,2377,JEFFERSON ST,Side,N/A,City,0,Ash White,54,EAB,684,0
1015,17,46,IMPERIAL AVE,Front,N/A,City,0,Ash White,160,EAB,425,0
1017,12,5,PATRO ST,Front,Boulevard,City,0,Ash White,36,EAB,351,0
1023,18,2100,CABOT ST,Front,N/A,City,-1,Ash White,52,EAB,712,0
1025,17,1,WARRINGTON DR,Front,N/A,City,0,Ash White,67,EAB,469,0
1032,12,193,YORK ST,Oppos,CenterMed,City,0,Ash White,31,EAB,373,0
1044,12,153,YORK ST,Oppos,CenterMed,City,0,Ash White,21,,0,0
1048,4,372,BRECKENRIDGE CRES,Oppos,N/A,City,0,Serviceberry,5,,0,0
1056,11,1923,ELMRIDGE DR,Rear,N/A,City,0,Maple Manitoba,32,,0,0
1057,11,1923,ELMRIDGE DR,Rear,N/A,City,0,Maple Sugar,80,,0,0
1074,12,105,DAGMAR AVE,Front,N/A,City,0,Elm Prospector,5,,0,0
1088,11,1844,GREENACRE CRES,Front,N/A,City,0,Maple Red,44,,0,0
1091,11,2010,OGILVIE RD,Side,N/A,City,0,Linden Littleleaf,28,,0,0
1108,11,1471,BLAIR RD,Front,N/A,City,0,Poplar Species,62,,0,0
1109,11,4299,MEADOWVALE LANE,Side,N/A,City,0,Spruce Colorado,11,,0,0
1117,11,49,KAYMAR DR,Side,N/A,City,0,Poplar Species,19,,0,0
1143,11,3,DAVIDSON DR,Front,N/A,City,0,Juniper,11,,0,0
1152,11,19,KINDLE CRT,Front,N/A,City,0,,0,,0,0
1156,11,21,BRIARCLIFFE DR,Side,N/A,City,0,,0,,0,0
1157,11,21,BRIARCLIFFE DR,Front,N/A,City,0,,0,,0,0
1158,11,18,BRIARCLIFFE DR,Side,N/A,City,0,,0,,0,0
1161,11,8,BRIARCLIFFE DR,Front,N/A,City,0,,0,,0,0
1177,12,9,HURDMAN RD,Oppos,N/A,City,0,Locust Honey,5,,0,0
1178,12,9,HURDMAN RD,Oppos,N/A,City,0,Locust Honey,5,,0,0
1199,7,244,HARTLEIGH AVE,Front,N/A,City,0,Maple Sugar,5,,0,0
1202,7,579,BYRON AVE,Front,N/A,City,-1,Spruce Colorado,5,,0,0
1213,7,3,HORNER DR,Rear,N/A,City,0,Crabapple Species,5,,0,0
1214,7,3,HORNER DR,Rear,N/A,City,0,Crabapple Species,5,,0,0
1239,8,1262,GREYROCK CRES,Front,N/A,City,0,Elm Prospector,5,,0,0
1242,8,23,CROFTON RD,Front,N/A,City,0,Mountain Ash  Oakleaf,5,,0,0
1244,8,34,HARRISON ST,Front,N/A,City,0,Maple Sugar,5,,0,0
1245,8,83,GLADECREST CRT,Front,N/A,City,0,Maple Red,5,,0,0
1250,8,26,QUALICUM ST,Rear,N/A,City,-1,Oak Red,5,,0,0
1267,9,2,JACK AARON DR,Side,N/A,City,0,Elm Prospector,5,,0,0
1283,4,147,GRAY CRES,Front,N/A,City,-1,Mountain Ash  Oakleaf,5,,0,0
1291,11,2,BRIARCLIFFE DR,Side,N/A,City,0,,0,,0,0
1311,11,7,ROTHWELL CIRC,Front,N/A,City,0,Pine Scotch,22,,0,0
1331,11,1506,BEAVERPOND DR,Side,N/A,City,0,Pine Scotch,25,,0,0
1339,13,61,BOREALIS CRES,Front,N/A,City,0,Ash Species,12,,0,0
1348,11,12,MOWAT ST,Front,N/A,City,0,Pine Scotch,17,,0,0
1350,11,14,MOWAT ST,Front,N/A,City,0,See Notes,21,,0,0
1359,11,11,FLORETTE ST,Front,N/A,City,0,Maple Silver,120,,0,0
1371,19,590,DU PLATEAU ST,Oppos,Boulevard,City,0,Maple Red,5,,0,0
1382,11,1206,LASSITER TER,Rear,Boulevard,City,0,Maple Silver,68,,0,0
1383,11,2300,OGILVIE RD,Front,Boulevard,City,0,Maple Silver,63,,0,0
1389,11,2161,BICKERTON AVE,Front,N/A,City,0,Maple Sugar,10,,0,0
1393,11,2142,BICKERTON AVE,Front,N/A,City,0,Maple Red,46,,0,0
1404,11,2220,BICKERTON AVE,Front,N/A,Joint,0,Maple Red,43,,0,0
1407,11,2244,BICKERTON AVE,Side,N/A,City,0,Spruce White,48,,0,0
1412,11,2139,DUTTON CRES,Front,N/A,City,0,Maple Red,42,,0,0
1420,11,2170,MONSON CRES,Front,N/A,Joint,0,Spruce Colorado,34,,0,0
1438,11,2123,MONSON CRES,Front,N/A,City,0,Maple Red,6,,0,0
1446,11,2109,FILLMORE CRES,Front,N/A,City,0,Maple Red,12,,0,0
1447,11,2113,FILLMORE CRES,Front,N/A,City,0,Maple Red,53,,0,0
1462,13,54,DUNVEGAN RD,Front,N/A,City,0,Linden Littleleaf,48,,0,0
1470,13,46,DUNVEGAN RD,Front,N/A,City,0,Maple Norway,23,,0,0
1475,13,45,DUNVEGAN RD,Front,N/A,City,0,Maple Silver,8,,0,0
1478,13,74,KILBARRY CRES,Side,N/A,City,0,Maple Amur,33,,0,0
1484,13,73,KILBARRY CRES,Side,N/A,City,0,Maple Sugar,84,,0,0
1513,13,120,LAKEWAY DR,Front,N/A,City,0,Willow Species,14,,0,0
1520,13,125,LAKEVIEW AVE,Front,N/A,City,0,Cedar  Eastern White,39,,0,0
1534,13,85,LAKEVIEW AVE,Front,N/A,City,0,Spruce White,41,,0,0
1537,13,95,LAKEVIEW AVE,Front,N/A,City,0,Cherry Species,11,,0,0
1540,13,95,LAKEVIEW AVE,Front,N/A,City,0,Elm Prospector,8,,0,0
1556,11,654,GLENHURST CRES,Front,N/A,City,0,Mountain Ash  Showy,4,,0,0
1562,11,2018,QUINCY AVE,Front,N/A,City,0,Maple Norway,5,,0,0
1563,11,2003,QUINCY AVE,Front,N/A,City,0,Pine White,53,,0,0
1565,11,2002,WOODWAY AVE,Side,N/A,City,0,Birch White,22,,0,0
1572,11,2009,WOODWAY AVE,Front,N/A,City,0,Maple Silver,59,,0,0
1575,11,2002,WOODWAY AVE,Front,N/A,City,0,Elm American,23,,0,0
1580,13,755,EASTBOURNE AVE,Front,N/A,City,0,Linden Littleleaf,50,,0,0
1592,13,778,EASTBOURNE AVE,Front,N/A,City,0,Crabapple Species,37,,0,0
1595,13,787,EASTBOURNE AVE,Front,N/A,City,0,Maple Norway,42,,0,0
1643,11,1220,MICHAEL ST,Side,N/A,Joint,0,Maple Manitoba,38,,0,0
1648,11,1209,MICHAEL ST,Side,Median,City,0,Hackberry,6,,0,0
1651,11,1033,CADBORO RD,Front,N/A,Joint,0,Ash White,52,,0,0
1654,11,1036,CADBORO RD,Front,N/A,City,0,Ash White,43,,0,0
1665,13,100,BRAEMAR ST,Side,N/A,City,0,Cherry Choke,5,,0,0
1683,13,100,BRAEMAR ST,Side,N/A,Joint,0,Pine Red,40,,0,0
1689,11,25,CROWNHILL ST,Front,N/A,City,0,Maple Norway,12,,0,0
1692,11,21,CROWNHILL ST,Front,N/A,City,0,Maple Sugar,14,,0,0
1693,11,13,CROWNHILL ST,Front,N/A,Joint,0,Elm Species,62,,0,0
1707,11,25,STEEL ST,Front,N/A,City,0,Locust Honey,7,,0,0
1711,11,31,CROWNHILL ST,Side,N/A,City,0,Maple Red,80,,0,0
1722,11,1340,OGDEN ST,Front,N/A,City,0,Cherry Black,60,,0,0
1725,11,1352,OGDEN ST,Front,N/A,City,0,Ash White,52,,0,0
1747,11,1278,MATHESON RD,Front,N/A,City,0,Spruce Colorado,6,,0,0
1749,11,1296,MATHESON RD,Front,N/A,Joint,0,Crabapple Species,16,,0,0
1752,11,1324,MATHESON RD,Front,N/A,City,0,Ash Species,60,,0,0
1762,11,1165,ELMLEA DR,Front,N/A,City,0,Ash Species,10,,0,0
1783,11,1088,ELMLEA DR,Front,N/A,Joint,0,Maple Red,36,,0,0
1792,11,28,CROWNHILL ST,Front,N/A,Joint,0,Maple Norway,35,,0,0
1796,11,89,INDIGO ST,Side,N/A,City,0,Locust Honey,6,,0,0
1812,11,1994,HOLLYBROOK CRES,Side,N/A,City,0,Pine White,28,,0,0
1818,11,2008,HOLLYBROOK CRES,Front,N/A,Joint,0,Maple Norway,40,,0,0
1837,11,1344,MATHESON RD,Front,N/A,Joint,0,Ash Species,52,,0,0
1842,11,1320,OGDEN ST,Front,N/A,City,0,Maple Sugar,18,,0,0
1845,11,1290,MATHESON RD,Front,N/A,Joint,0,Spruce White,20,,0,0
1850,11,1360,RAINBOW CRES,Front,N/A,City,0,Ash Species,46,,0,0
1854,11,1444,RAINBOW CRES,Front,N/A,City,0,Ash Species,54,,0,0
1862,11,1304,RAINBOW CRES,Front,N/A,City,0,Ash Species,57,,0,0
1870,13,70,LAKEWAY DR,Front,N/A,City,0,Spruce Norway,39,,0,0
1884,11,619,DUFF CRES,Front,N/A,City,0,Spruce Colorado,18,,0,0
1886,11,594,DUFF CRES,Side,N/A,City,0,Crabapple Species,8,,0,0
1888,11,2141,FILLMORE CRES,Front,N/A,City,0,Maple Red,37,,0,0
1905,11,2183,FILLMORE CRES,Front,N/A,City,0,Maple Red,38,,0,0
1906,11,2181,FILLMORE CRES,Front,N/A,City,0,Maple Red,53,,0,0
1907,11,2171,FILLMORE CRES,Front,N/A,City,0,Maple Red,50,,0,0
1911,13,100,BRAEMAR ST,Side,N/A,City,0,Spruce White,14,,0,0
1913,11,81,INDIGO ST,Front,N/A,City,0,Lilac  Japanese,7,,0,0
1915,11,889,ELMSMERE RD,Side,N/A,City,0,Spruce White,34,,0,0
1920,11,1908,ELMRIDGE DR,Front,N/A,City,0,Maple Silver,30,,0,0
1926,11,1853,CLOVERLAWN CRES,Front,N/A,City,0,Birch White,80,,0,0
1932,13,55,LAKEWAY DR,Front,N/A,City,0,Cedar  Eastern White,23,,0,0
1933,13,55,LAKEWAY DR,Front,N/A,City,0,Cedar  Eastern White,22,,0,0
1962,13,110,LAKEVIEW AVE,Side,,City,0,Spruce White,46,,0,0
1971,13,83,PLACEL RD,Front,N/A,City,0,Crabapple Species,6,,0,0
1973,13,77,PLACEL RD,Front,N/A,City,0,Spruce White,20,,0,0
1978,13,77,PLACEL RD,Front,N/A,City,0,Maple Sugar,58,,0,0
1984,11,1244,MICHAEL ST,Side,N/A,City,0,Spruce White,20,,0,0
1996,11,1844,CLOVERLAWN CRES,Front,N/A,City,0,Maple Norway,50,,0,0
2006,11,986a,LAPORTE ST,Front,N/A,City,0,Locust Honey,36,,0,0
2008,11,996,LAPORTE ST,Front,N/A,Joint,0,Spruce Norway,32,,0,0
2019,11,2091,EAST ACRES RD,Front,N/A,City,0,Oak Red,7,,0,0
2025,11,2165,FILLMORE CRES,Front,N/A,City,0,Maple Red,63,,0,0
2030,11,2161,FILLMORE CRES,Front,N/A,Joint,0,Maple Silver,40,,0,0
2032,11,2161,FILLMORE CRES,Front,N/A,City,0,Cherry Choke,40,,0,0
2035,11,2155,FILLMORE CRES,Front,N/A,City,0,Maple Silver,70,,0,0
2044,11,4,BLOSSOMFIELD CRT,Front,N/A,City,0,Crabapple Species,7,,0,0
2048,11,20,BLOSSOMFIELD CRT,Front,N/A,City,0,Lilac  Japanese,10,,0,0
2066,11,1421,ALBORO CRES,Front,N/A,City,0,Oak Red,19,,0,0
2077,11,990,CHARLTON DR,Front,N/A,City,0,Maple Sugar,6,,0,0
2080,11,977,CHARLTON DR,Front,N/A,City,0,Ash Species,55,,0,0
2101,11,2232,FILLMORE CRES,Side,N/A,City,0,Ash White,42,,0,0
2103,11,1401,BLAIR PL,Front,Median,City,0,Linden Littleleaf,27,,0,0
2110,11,102,MILLGREEN CRES,Front,N/A,City,0,Hackberry,11,,0,0
2111,11,104,MILLGREEN CRES,Front,N/A,City,0,Hackberry,7,,0,0
2120,11,134,MILLGREEN CRES,Front,N/A,City,0,Maple Red,7,,0,0
2127,11,129,MILLGREEN CRES,Side,N/A,City,0,Oak Red,5,,0,0
2131,11,1839,BURFIELD AVE,Front,N/A,City,0,Locust Honey,53,,0,0
2154,11,1440,RAINBOW CRES,Front,N/A,City,0,Ash Species,50,,0,0
2156,11,1452,RAINBOW CRES,Front,N/A,City,0,Ash Species,100,,0,0
2159,11,1313,RAINBOW CRES,Front,N/A,City,0,Ash Species,52,,0,0
2164,11,1296,LOTUS ST,Front,N/A,City,0,Lilac  Japanese,6,,0,0
2175,11,19,FLORETTE ST,Front,N/A,City,0,Maple Silver,48,,0,0
2200,11,10,ELVINA ST,Front,N/A,City,0,Maple Silver,51,,0,0
2202,11,13,ELVINA ST,Front,N/A,City,0,Maple Silver,47,,0,0
2214,11,752,STILES CRES,Front,N/A,City,0,Pine White,41,,0,0
2216,11,756,STILES CRES,Front,N/A,City,0,Fir Balsam,17,,0,0
2218,11,2123,HUBBARD CRES,Front,N/A,City,0,Maple Red,36,,0,0
2232,11,840,EASTVALE DR,Front,N/A,Joint,0,Spruce Species,8,,0,0
2234,11,2266,LOYOLA AVE,Front,N/A,City,0,Ash Species,42,,0,0
2241,11,760,STILES CRES,Front,N/A,City,0,Ash White,60,,0,0
2242,11,762,STILES CRES,Front,N/A,City,0,Maple Silver,17,,0,0
2283,13,40,WESTWARD WAY,Front,N/A,City,0,Maple Sugar,8,,0,0
2285,13,45,WESTWARD WAY,Front,N/A,City,0,Maple Sugar,86,,0,0
2287,13,45,WESTWARD WAY,Front,N/A,City,0,Maple Sugar,23,,0,0
2288,13,45,WESTWARD WAY,Front,N/A,City,0,Maple Sugar,33,,0,0
2291,13,55,PLACEL RD,Front,N/A,City,0,Ash Species,43,,0,0
2297,13,55,PLACEL RD,Front,N/A,City,0,Spruce White,45,,0,0
2304,13,55,PLACEL RD,Side,N/A,City,0,Maple Norway,71,,0,0
2322,11,2017,QUINCY AVE,Front,N/A,City,0,Maple Red,24,,0,0
2324,11,2009,QUINCY AVE,Front,N/A,City,0,Spruce White,36,,0,0
2332,11,1984,QUINCY AVE,Side,N/A,City,0,Elm American,20,,0,0
2345,11,5135,LERNER WAY,Front,N/A,City,0,Cherry Purple Leaf,14,,0,0
2359,11,1018,SHEFFORD RD,Side,N/A,City,0,Maple Amur,40,,0,0
2361,11,769,DE SALABERRY ST,Side,N/A,City,0,Fir Balsam,24,,0,0
2365,11,806,DE SALABERRY ST,Front,N/A,City,0,Apple Species,42,,0,0
2373,11,2168,EMARD CRES,Front,N/A,City,0,Catalpa northern,65,,0,0
2380,11,4401,WHITTAKER CRES,Side,N/A,City,0,Larch Eastern,18,,0,0
2385,11,4385,WHITTAKER CRES,Front,N/A,City,0,Maple Norway,40,,0,0
2386,11,4383,WHITTAKER CRES,Front,N/A,City,0,Maple Norway,40,,0,0
2395,11,4394,WHITTAKER CRES,Front,N/A,City,0,Serviceberry,5,,0,0
2406,11,1604,SAXONY CRES,Front,N/A,City,0,Ash Species,30,,0,0
2418,11,1671,SAXONY CRES,Front,N/A,City,0,Elm Siberian,50,,0,0
2420,11,1647,SAXONY CRES,Front,N/A,City,0,Ash White,28,,0,0
2423,11,1637,SAXONY CRES,Front,N/A,City,0,Ash Species,30,,0,0
2427,11,938,CHARLTON DR,Front,N/A,City,0,Ash Species,40,,0,0
2430,11,2188,EMARD CRES,Front,N/A,City,0,Maple Silver,165,,0,0
2454,11,11,BURROWS RD,Front,N/A,City,0,Maple Sugar,21,,0,0
2455,11,9,BURROWS RD,Front,N/A,City,0,Maple Sugar,15,,0,0
2466,11,498,RIVERSHORE CRES,Side,N/A,City,0,Ash White,31,,0,0
2478,11,1994,HOLLYBROOK CRES,Side,N/A,City,0,Pine White,30,,0,0
2483,11,2000,HOLLYBROOK CRES,Front,N/A,City,0,Maple Red,120,,0,0
2485,11,1105,CADBORO RD,Front,N/A,City,0,Linden Littleleaf,31,,0,0
2492,11,1360,MATHESON RD,Side,N/A,City,0,Maple Silver,65,,0,0
2498,11,1320,OGDEN ST,Front,N/A,City,0,Spruce Colorado,20,,0,0
2504,11,1064,ADLEY RD,Front,N/A,City,0,Maple Norway,68,,0,0
2507,11,1329,OGDEN ST,Front,N/A,City,0,Maple Sugar,16,,0,0
2516,11,1290,LOTUS ST,Front,N/A,City,0,Spruce White,25,,0,0
2531,11,35,AMBERLY PL,Front,N/A,City,0,Lilac  Japanese,10,,0,0
2554,11,1470,STAR TOP RD,Side,N/A,City,0,Pine Scotch,16,,0,0
2558,11,1444,CYRVILLE RD,Front,N/A,City,0,Maple Norway,50,,0,0
2564,11,1141,ELMLEA DR,Front,N/A,City,0,Linden Littleleaf,42,,0,0
2569,11,1118,ELMLEA DR,Front,N/A,City,0,Maple Red,55,,0,0
2574,11,1130,ELMLEA DR,Front,N/A,City,0,Birch White,48,,0,0
2578,11,1073,ELMLEA DR,Front,N/A,City,0,Spruce Norway,34,,0,0
2607,11,595,LA VERENDRYE DR,Side,N/A,City,0,Ash White,30,,0,0
2618,11,574,LA VERENDRYE DR,Front,N/A,Joint,0,Maple Red,52,,0,0
2624,11,592,LA VERENDRYE DR,Front,N/A,City,0,Maple Red,42,,0,0
2629,11,630,CLANCY ST,Front,N/A,Joint,0,Maple Norway,23,,0,0
2632,11,636,CLANCY ST,Front,N/A,City,0,Maple Sugar,42,,0,0
2644,11,737,LUDGATE CRT,Front,N/A,City,0,Maple Norway,40,,0,0
2647,11,739,LUDGATE CRT,Front,N/A,City,0,Hawthorn,35,,0,0
2655,11,28,APPLEFORD ST,Front,N/A,Joint,0,Spruce Colorado,20,,0,0
2656,11,1810,APPLEFORD ST,Front,N/A,City,0,Maple Red,8,,0,0
2680,11,655,SHEFFORD RD,Front,N/A,City,0,Lilac  Japanese,16,,0,0
2691,11,2108,GRAFTON CRES,Front,N/A,City,0,Spruce Colorado,21,,0,0
2692,13,120,LAKEWAY DR,Front,N/A,City,0,Apple Species,48,,0,0
2698,13,125,LAKEVIEW AVE,Front,N/A,City,0,Cedar  Eastern White,45,,0,0
2705,11,745,LUDGATE CRT,Front,N/A,City,0,Maple Red,80,,0,0
2706,11,745,LUDGATE CRT,Front,N/A,City,0,Maple Red,38,,0,0
2711,11,742,LUDGATE CRT,Side,N/A,City,0,Pine Scotch,35,,0,0
2720,11,1962,NASKAPI DR,Front,N/A,City,0,Maple Norway,54,,0,0
2727,11,2006,NASKAPI DR,Side,N/A,City,0,Pine Scotch,25,,0,0
2756,13,41,ARUNDEL AVE,Front,N/A,City,0,Maple Sugar,81,,0,0
2757,13,41,ARUNDEL AVE,Side,N/A,City,0,Maple Sugar,70,,0,0
2760,11,17,BLOSSOMFIELD CRT,Rear,N/A,City,0,Pine Red,3,,0,0
2784,11,1296,LOTUS ST,Front,N/A,City,0,Lilac  Japanese,6,,0,0
2787,11,1289,LOTUS ST,Front,N/A,City,0,Maple Silver,34,,0,0
2799,11,1440,LEIGH CRES,Front,N/A,City,0,Apple Species,53,,0,0
2811,11,504,TISDALE CRES,Front,N/A,City,0,Maple Norway,18,,0,0
2840,13,10,ARUNDEL AVE,Front,N/A,City,0,Maple Sugar,59,,0,0
2842,13,11,ARUNDEL AVE,Front,N/A,City,0,Maple Red,79,,0,0
2865,13,717,EASTBOURNE AVE,Front,N/A,City,0,Ginkgo,8,,0,0
2876,13,40,WHITEMARL DR,Front,N/A,Joint,0,Maple Sugar,13,,0,0
2879,13,201,DONALD ST,N/A,N/A,City,-1,Ash Species,0,,0,0
2882,14,320,LEWIS ST,N/A,N/A,City,-1,Ash Species,0,,0,0
2920,13,204,LAKEWAY DR,Front,N/A,City,0,Maple Sugar,14,,0,0
2930,11,1071,ELMLEA DR,Front,N/A,Joint,0,Fir Balsam,36,,0,0
2935,11,1418,MICHAEL ST,Front,N/A,City,0,Ash White,21,,0,0
2939,8,2337,KAY ST,Front,N/A,City,0,Maple Sugar,5,,0,0
2941,11,661,GLENHURST CRES,Front,N/A,City,0,Oak Bur,8,,0,0
2952,11,2248,FILLMORE CRES,Front,N/A,Joint,0,Maple Silver,85,,0,0
2966,11,2138,FILLMORE CRES,Front,N/A,City,0,Lilac  Japanese,6,,0,0
2972,11,2150,FILLMORE CRES,Front,N/A,City,0,Crabapple Species,26,,0,0
2991,11,143,MARRISSA AVE,Front,N/A,City,0,Apple Species,5,,0,0
2994,11,127,MARRISSA AVE,Front,N/A,City,0,Mountain Ash  Oakleaf,5,,0,0
2997,11,116,MARRISSA AVE,Front,N/A,City,0,Lilac  Japanese,5,,0,0
3007,11,194,MARRISSA AVE,Front,N/A,City,0,Pine Austrian,6,,0,0
3009,11,51,MAXTON PRIV,Rear,N/A,City,0,Maple Amur,6,,0,0
3019,11,89,INDIGO ST,Side,N/A,City,0,Locust Honey,6,,0,0
3023,11,889,ELMSMERE RD,Front,N/A,City,0,Spruce White,25,,0,0
3027,11,898,ELMSMERE RD,Front,N/A,Joint,0,Ash White,36,,0,0
3029,11,898,ELMSMERE RD,Front,N/A,City,0,Oak English,7,,0,0
3044,9,1190,DEER PARK RD,Front,N/A,City,-1,Pine White,5,,0,0
3045,9,49,WALLFORD WAY,Front,N/A,City,0,Maple Red,5,,0,0
3065,11,1923,ELMRIDGE DR,Rear,N/A,City,0,Maple Sugar,32,,0,0
3068,13,727,EASTBOURNE AVE,Side,N/A,City,0,Maple Red,46,,0,0
3070,13,727,EASTBOURNE AVE,Front,N/A,City,0,Maple Sugar,52,,0,0
3071,13,730,EASTBOURNE AVE,Front,N/A,City,0,Hackberry,7,,0,0
3082,13,743,EASTBOURNE AVE,Front,N/A,City,0,Maple Sugar,51,,0,0
3087,11,1555,MARLEY CRES,Oppos,N/A,City,0,Lilac  Japanese,10,,0,0
3090,11,1561,MARLEY CRES,Oppos,N/A,City,0,Oak Pin,17,,0,0
3099,11,1068,BOURGET AVE,Front,N/A,City,0,Oak Red,17,,0,0
3116,11,1037,ADLEY RD,Front,N/A,City,0,Maple Norway,38,,0,0
3122,11,1340,OGDEN ST,Front,N/A,City,0,Ash White,46,,0,0
3137,11,1312,RAINBOW CRES,Front,N/A,City,0,,0,,0,0
3153,11,1577,MARLEY CRES,Oppos,N/A,City,0,Mountain Ash  Species,12,,0,0
3165,11,129,MILLGREEN CRES,Side,N/A,City,0,Magnolia Species,4,,0,0
3176,11,1893,GREENACRE CRES,Front,N/A,City,0,Crabapple Species,27,,0,0
3178,11,1871,GREENACRE CRES,Front,N/A,Joint,0,Pine Scotch,48,,0,0
3181,11,1858,GREENACRE CRES,Front,N/A,City,0,Spruce White,40,,0,0
3184,11,17,SUMAC ST,Side,N/A,City,0,Crabapple Species,7,,0,0
3203,11,632,GAINES DR,Front,N/A,City,0,Spruce White,40,,0,0
3206,11,642,GAINES DR,Front,N/A,City,0,Pine White,44,,0,0
3221,7,898,IROQUOIS RD,Front,N/A,City,0,Serviceberry,5,,0,0
3224,7,230,LINCOLN HEIGHTS RD,Front,N/A,City,0,Elm Prospector,5,,0,0
3227,7,950,ALPINE AVE,N/A,N/A,City,-1,Beech American,5,,0,0
3237,7,2850,CARLING AVE,Side,N/A,City,0,Hackberry,5,,0,0
3252,7,1099,GRENON AVE,N/A,N/A,City,-1,Crabapple Species,5,,0,0
3272,15,413,FRASER AVE,Front,N/A,City,0,Elm Prospector,5,,0,0
3274,13,669,BURN ST,Front,N/A,City,0,Linden Littleleaf,62,,0,0
3302,15,411,DOVERCOURT AVE,Front,N/A,City,-1,Spruce Colorado,5,,0,0
3308,7,579,BYRON AVE,Front,N/A,City,-1,Hackberry,5,,0,0
3335,11,742,LUDGATE CRT,Side,N/A,City,0,Pine Scotch,37,,0,0
3364,11,9,BECKENHAM LANE,Side,N/A,City,0,,0,,0,0
3368,11,4,DAVIDSON DR,Front,N/A,City,0,,0,,0,0
3374,13,836,BORTHWICK AVE,Front,N/A,Private,0,Hackberry,5,,0,0
3378,17,17,THIRD AVE,Front,N/A,City,0,Maple Sugar,75,,0,0
3385,11,7,SWANS WAY,Front,N/A,City,0,Elm American,47,,0,0
3399,13,49,BOREALIS CRES,Front,N/A,City,0,Maple Norway,6,,0,0
3413,11,15,ROTHWELL DR,Front,N/A,City,0,,25,,0,0
3436,19,1115,DUNNING RD,Rear,N/A,City,-1,Hackberry,5,,0,0
3440,2,1779,WINDFLOWER WAY,Front,N/A,City,0,Serviceberry,5,,0,0
3443,2,2216,NATURE TRAIL CRES,Side,N/A,City,0,Hazel Turkish,5,,0,0
3448,7,145,WOODRIDGE CRES,Front,N/A,City,0,Hackberry,5,,0,0
3453,8,90,QUEENSLINE DR,N/A,N/A,City,-1,Maple Sugar,5,,0,0
3456,8,90,QUEENSLINE DR,N/A,N/A,City,-1,Spruce Colorado,5,,0,0
3465,8,1095,MORRISON DR,N/A,N/A,City,-1,Maple Sugar,5,,0,0
3466,15,539,WAVELL AVE,N/A,N/A,City,-1,Pine Austrian,4,,0,0
3470,15,539,WAVELL AVE,N/A,N/A,City,-1,Maple Red,5,,0,0
3471,15,539,WAVELL AVE,N/A,N/A,City,-1,Maple Red,5,,0,0
3482,19,1115,DUNNING RD,Rear,N/A,City,-1,Hackberry,5,,0,0
3493,1,847,MONTCREST DR,Front,N/A,City,0,Maple Red,5,,0,0
3494,13,360,DEN HAAG DR,Front,N/A,City,0,Spruce Colorado,35,,0,0
3503,11,1400,BALLARD CRT,Rear,N/A,City,0,Elm Siberian,85,,0,0
3510,11,4299,MEADOWVALE LANE,Side,N/A,City,0,Spruce Colorado,9,,0,0
3517,11,608,KAMA PL,Front,N/A,City,0,Crabapple Species,38,,0,0
